No,모델 시리얼(*),주소,좌표 구분코드,위도,경도,비고
293,V02Q1940202,서울특별시 광진구 중곡동 665,W84,37.560119378,127.079537928,
294,V02Q1940280,서울특별시 광진구 중곡동 265-8,W84,37.561975588,127.085032552,
295,V02Q1940200,서울특별시 광진구 중곡동 695,W84,37.568501968,127.080104482,
296,V02Q1940209,서울특별시 광진구 중곡동 452-1,W84,37.559024868,127.090120711,
297,V02Q1940305,서울특별시 광진구 능동 156-2,W84,37.553149621,127.080543809,
298,V02Q1940327,서울특별시 광진구 구의동 237-10,W84,37.542256532,127.085113570,
299,V02Q1940294,서울특별시 광진구 구의동 113,W84,37.548160591,127.089682707,
300,V02Q1940392,서울특별시 광진구 구의동 217-16,W84,37.538286643,127.092396830,
301,V02Q1940371,서울특별시 광진구 광장동 248-23,W84,37.546677593,127.103453692,
302,V02Q1940403,서울특별시 광진구 자양동 630,W84,37.534309074,127.081985567,
303,V02Q1940391,서울특별시 광진구 자양동 668,W84,37.528616803,127.085121222,
304,V02Q1940393,서울특별시 광진구 자양동 520-2,W84,37.533488262,127.073006117,
305,V02Q1940383,서울특별시 광진구 자양동 831-1,W84,37.533285662,127.065647463,
306,V02Q1940204,서울특별시 광진구 화양동 111-140,W84,37.546696348,127.072036473,
307,V02Q1940134,서울특별시 광진구 군자동 55-1,W84,37.555797885,127.075819699,
308,V02Q1940411,서울특별시 광진구 구의동 607,W84,37.533878243,127.091521000,
309,V02Q1940387,서울특별시 광진구 화양동 4-20,W84,37.540054044,127.070979283,
310,V02Q1940416,서울특별시 광진구 구의동 617-45,W84,37.547768223,127.086373575,
311,V02Q1940888,서울특별시 광진구 중곡동 265-5,W84,37.563073533,127.081994745,
312,V02Q1940860,서울특별시 광진구 자양동 720,W84,37.533442403,127.080963254,
313,V02Q1940506,서울특별시 광진구 구의동 546-11,W84,37.535089673,127.093220689,
314,V02Q1940779,서울특별시 광진구 구의동 164,W84,37.544958729,127.094304750,
315,V02Q1940815,서울특별시 광진구 자양동 427-28,W84,37.529991554,127.071004875,
316,V02Q1940812,서울특별시 광진구 자양동 97-5,W84,37.549837884,127.110488168,
317,OC3CL200012,서울특별시 광진구 화양동 34-75,W84,37.544001939,127.069731265,
318,OC3CL200029,서울특별시 광진구 구의동 246-8,W84,37.537680253,127.085212501,
319,OC3CL200190,서울 광진구 광장동 328-2,W84,37.547685182,127.106920955,
320,OC3CL200142,서울특별시 광진구 중곡동 485-7,W84,37.567182174,127.077139456,
321,OC3CL200143,서울특별시 광진구 중곡동 72-59,W84,37.562336081,127.096064652,
322,OC3DL2200015,서울특별시 광진구 천호대로 123길 83-13,W84,37.55933497,127.08579483,
323,OC3DL2200014,서울특별시 광진구 용마산로22길 9,W84,37.56365801,127.0876893,
324,OC3DL2200013,서울특별시 광진구 군자로 11길 11,W84,37.55081905,127.07047365,
325,OC3DL2200012,서울특별시 광진구 광장로89,W84,37.54805923,127.10684333,
326,OC3DL220022,서울특별시 광진구 천호대로 553,W84,37.55745889,127.07982995,
327,V02Q1940046,서울특별시 구로구 궁동 212-15,W84,37.494402621,126.831472122,
328,V02Q1940111,서울특별시 구로구 가리봉동 132-53,W84,37.509299493,126.878380050,
329,V02Q1940165,서울특별시 구로구 오류동 38-29,W84,37.496891978,126.843727057,
330,V02Q1940056,서울특별시 구로구 오류동 182-22,W84,37.487430327,126.838527418,
331,V02Q1940047,서울특별시 구로구 우마2길 54,W84,37.4827275,126.8906834,
332,V02Q1940050,서울특별시 구로구 개봉동 139-54,W84,37.499541706,126.850773326,
333,V02Q1940054,서울특별시 구로구 개봉동 328-23,W84,37.490491176,126.855377723,
334,V02Q1940051,서울특별시 구로구 개봉동 375-4,W84,37.484557315,126.853709582,
335,V02Q1940086,서울특별시 구로구 고척동 73-3,W84,37.497754034,126.863310732,
336,V02Q1940065,서울특별시 구로구 고척동 283-2,W84,37.505683034,126.858610249,
337,V02Q1940045,서울특별시 구로구 구로동 1259,W84,37.489587945,126.876439453,
338,V02Q1940043,서울특별시 구로구 구로동로23길,W84,37.490028638,126.883553746,
339,V02Q1940052,서울특별시 구로구 구로동 777-34,W84,37.487180792,126.889626281,
340,V02Q1940044,서울특별시 구로구 구로동 317-20,W84,37.491831149,126.889155382,
341,V02Q1940055,서울특별시 구로구 구로동 50-9,W84,37.501113794,126.892396674,
342,V02Q1940083,서울특별시 구로구 개봉동 480,W84,37.491370956,126.860779702,
343,V02Q1940073,서울특별시 구로구 구로동 426-83,W84,37.493826068,126.884076842,
344,V02Q1940070,서울특별시 구로구 항동 1-10,W84,37.486832676,126.823712057,
345,V02Q1940136,서울특별시 구로구 구로동 733-28,W84,37.489467486,126.884839411,
346,V02Q1940862,서울특별시 구로구 구로동 735-16,W84,37.488878537,126.885115720,
347,V02Q1940858,서울특별시 구로구 구로동 762,W84,37.488216158,126.885138117,
348,V02Q1940140,서울특별시 구로구 고척동 291-1,W84,37.502484707,126.851040478,
349,V02Q1940515,서울특별시 구로구 고척동 291-1,W84,37.501748618,126.850769667,
350,V02Q1940057,서울특별시 구로구 개봉동 416-2,W84,37.505264288,126.845127433,
351,V02Q1940061,서울특별시 구로구 구로동 614-3,W84,37.505279963,126.874621662,
352,V02Q1940090,서울특별시 구로구 온수동 53-11,W84,37.491671862,126.823131106,
353,V02Q1940751,서울특별시 구로구 구로동 105-1,W84,37.498488698,126.889502495,
354,OC3CL200191,서울특별시 구로구 수궁동 온수동67-15,W84,37.494027826,126.818242693,
355,OC3CL200159,서울특별시 구로구 오류동 산42-40,W84,37.485810969,126.830671965,
356,OC3CL200192,서울특별시 구로구 천왕동 278-2,W84,37.483291137,126.841400088,
357,OC3CL200193,서울특별시 구로구 구로동 810-2,W84,37.484822851,126.901431192,
358,V02Q1940428,서울특별시 금천구 가산동 152-28,W84,37.475806357,126.892907759,
359,V02Q1940474,서울특별시 금천구 독산동 294-8,W84,37.4683857,126.8938606,
360,V02Q1940483,서울특별시 금천구 독산동 378-451,W84,37.463094923,126.903967773,
361,V02Q1940369,서울특별시 금천구 독산동 980-44,W84,37.474322540,126.902419701,
362,V02Q1940484,서울특별시 금천구 독산동 1020-21,W84,37.468026771,126.902191236,
363,V02Q1940702,서울특별시 금천구 시흥동 1000-82,W84,37.453351538,126.904030967,
364,V02Q1940699,서울특별시 금천구 시흥동 270-7,W84,37.449993312,126.912904394,
365,V02Q1940730,서울특별시 금천구 시흥동 655-11,W84,37.439934790,126.907172587,
366,V02Q1940777,서울특별시 금천구 시흥동 812-38,W84,37.458870577,126.905912208,
367,V02Q1940641,서울특별시 금천구 시흥동 산 77-9,W84,37.446719338,126.910233665,
368,V02Q1940407,서울특별시 금천구 독산동 1150,W84,37.458443860,126.895089073,
369,V02Q1940486,서울특별시 금천구 독산동 1002-5,W84,37.466702737,126.890697047,
370,V02Q1940479,서울특별시 금천구 독산4동 산 193-3,W84,37.467647317,126.907496394,
371,V02Q1940374,서울특별시 금천구 독산동 1080-4,W84,37.464318170,126.897235488,
372,V02Q1940693,서울특별시 금천구 시흥동 1000-35,W84,37.456068384,126.900317769,
373,V02Q1940690,서울특별시 금천구 시흥동 1001-5,W84,37.445514669,126.904124226,
374,V02Q1940247,서울특별시 금천구 독산동 독산로54길 114,W84,37.467563913,126.908102280,
375,V02Q1940656,서울특별시 금천구 가산동 가산로5길 43,W84,37.473510682,126.892134675,
376,V02Q1940220,서울특별시 금천구 시흥동 267-9,W84,37.449538031,126.914702737,
377,V02Q1940948,서울특별시 금천구 독산4동 371-2,W84,37.470076550,126.907222998,
378,V02Q1940495,서울특별시 금천구 독산동 870-2,W84,37.461455378,126.890018836,
379,V02Q1940405,서울특별시 금천구 독산동 330-40,W84,37.468578018,126.892576074,
380,V02Q1940880,서울특별시 금천구 시흥동 832-14,W84,37.452374751,126.908303963,
381,OC3CL200057,서울특별시 금천구 가산동 239-26,W84,37.474682813,126.887406293,
382,V02Q1940266,서울특별시 노원구 공릉동 499-1,W84,37.625100770,127.073488361,
383,V02Q1940299,서울특별시 노원구 공릉동 87-4,W84,37.621127537,127.083295965,
384,V02Q1940281,서울특별시 노원구 상계동 666 -3,W84,37.661091646,127.059043515,
385,V02Q1940275,서울특별시 노원구 상계동 1254-1,W84,37.682424032,127.052678060,
386,V02Q1940234,서울특별시 노원구 상계동 389-635,W84,37.658164713,127.068454235,
387,V02Q1940128,서울특별시 노원구 상계동 56-3,W84,37.674109621,127.081840073,
388,V02Q1940146,서울특별시 노원구 상계동 159-4,W84,37.662543053,127.069311242,
389,V02Q1940216,서울특별시 노원구 상계동 748,W84,37.651978806,127.064043899,
390,V02Q1940075,서울특별시 노원구 상계동 660,W84,37.667384076,127.053456508,
391,V02Q1940238,서울특별시 노원구 상계동 689-1,W84,37.664753976,127.063365730,
392,V02Q1940290,서울특별시 노원구 월계동 429-32,W84,37.620542430,127.062463216,
393,V02Q1940155,서울시 노원구 월계동 777-1,W84,37.605953574,127.094129017,
394,V02Q1940291,서울특별시 노원구 월계동 3-3,W84,37.621314751,127.069508731,
395,V02Q1940267,서울특별시 노원구 중계동 366,W84,37.652649252,127.078239562,
396,V02Q1940154,서울특별시 노원구 중계동 510-5,W84,37.642158807,127.069869839,
397,V02Q1940210,서울특별시 노원구 중계동 129-6,W84,37.660883747,127.078859170,
398,V02Q1940183,서울특별시 노원구 중계동 87-1,W84,37.647742881,127.081122563,
399,V02Q1940132,서울특별시 노원구 하계동 251-6,W84,37.640104010,127.072986056,
400,V02Q1940157,서울특별시 노원구 하계동 336-45,W84,37.631641144,127.067454166,
401,V02Q1940215,서울특별시 노원구 공릉동 420-13,W84,37.626997700,127.079123124,
402,V02Q1940226,서울특별시 노원구 월계동 47-33,W84,37.615448772,127.064609104,
403,V02Q1940298,서울특별시 노원구 상계동 산 62-7,W84,37.674524430,127.061569891,
404,V02Q1940885,서울특별시 노원구 상계동 1318-1,W84,37.659896978,127.068541738,
405,V02Q1940950,서울특별시 노원구 공릉동 552-4,W84,37.622809925,127.074963276,
406,V02Q1940076,서울특별시 노원구 공릉동 587-8,W84,37.622023532,127.077480597,
407,V02Q1940150,서울특별시 노원구 상계동 770-2,W84,37.644166701,127.060686742,
408,V02Q1940257,서울특별시 노원구 중계동 504-2,W84,37.639563904,127.060567269,
409,V02Q1940245,서울특별시 노원구 상계동 1054-4,W84,37.673724200,127.050597207,
410,V02Q1940153,서울특별시 노원구 상계동 산 44-114,W84,37.679806447,127.063059454,
411,V02Q1940151,서울특별시 노원구 상계동 1146-11,W84,37.679160221,127.052082794,
412,V02Q1940755,서울특별시 노원구 상계동 389-483,W84,37.658856107,127.068500793,
413,OC3CL200206,서울특별시 노원구 중계동 425-8,W84,37.65341035,127.073703434,
414,OC3CL200160,서울특별시  노원구 상계동 730,W84,37.653348871,127.060632652,
415,OC3CL200213,서울특별시 노원구 상계동 1171-2,W84,37.684278382,127.055284297,
416,OC3CL200144,서울특별시  노원구 월계동 472-49,W84,37.616493981,127.059657015,
417,V02Q1940329,서울특별시 도봉구 도봉동 638-9,W84,37.680506067,127.044592639,
418,V02Q1940264,서울특별시 도봉구 도봉동 637-90,W84,37.671181441,127.045155100,
419,V02Q1940334,서울특별시 도봉구 방학동 685-69,W84,37.665639055,127.040068726,
420,V02Q1940203,서울특별시 도봉구 방학동 606-5,W84,37.669322061,127.032315603,
421,V02Q1940338,서울특별시 도봉구 방학동 565-12,W84,37.660906226,127.023400235,
422,V02Q1940320,서울특별시 도봉구 쌍문동 419-6,W84,37.649767589,127.019891368,
423,V02Q1940205,서울특별시 도봉구 쌍문동 29-3,W84,37.659465824,127.037995194,
424,V02Q1940342,서울특별시 도봉구 쌍문동 315-361,W84,37.648071356,127.029080112,
425,V02Q1940324,서울특별시 도봉구 쌍문동 137-114,W84,37.651536117,127.030631818,
426,V02Q1940323,서울특별시 도봉구 창동 347,W84,37.649251734,127.046112438,
427,V02Q1940265,서울특별시 도봉구 창동 445-22,W84,37.640685309,127.035473709,
428,V02Q1940242,서울특별시 도봉구 창동 산 194-2,W84,37.639440368,127.042584289,
429,V02Q1940404,서울특별시 도봉구 창동 17,W84,37.653207240,127.052329425,
430,V02Q1940091,서울특별시 도봉구 창동 274-13,W84,37.656045003,127.043718917,
431,V02Q1940331,서울특별시 도봉구 쌍문동 143-52,W84,37.650506581,127.033422705,
432,V02Q1940345,서울특별시 도봉구 창동 660-7,W84,37.649170939,127.035284494,
433,V02Q1940303,서울특별시 도봉구 도봉동 39-3,W84,37.689231812,127.046734855,
434,V02Q1940846,서울특별시 도봉구 창동 542-1,W84,37.637396377,127.039003681,
435,V02Q1940799,서울특별시 도봉구 창동 557-72,W84,37.637816803,127.038270960,
436,V02Q1940135,서울특별시 도봉구 도봉동 353-29,W84,37.690991222,127.042373479,
437,V02Q1940390,서울특별시 도봉구 창동 135-84,W84,37.654728776,127.047743044,
438,V02Q1940325,서울특별시 도봉구 도봉동 287-15,W84,37.689238470,127.041879527,
439,V02Q1940665,서울특별시 도봉구 창동 445-22,W84,37.640683410,127.035490388,
440,V02Q1940889,서울특별시 도봉구 창동 585-13,W84,37.639946360,127.036010700,
441,V02Q1940783,서울특별시 도봉구 창동 445-10,W84,37.639645297,127.038053156,
442,V02Q1940752,서울특별시 도봉구 쌍문동 산 80-1,W84,37.654166168,127.029228176,
443,OC3CL200128,서울특별시 도봉구 도봉동 599-41,W84,37.675014011,127.042667238,
444,OC3CL200125,서울특별시 도봉구 방학동 722-2,W84,37.663693665,127.048621224,
445,OC3CL200124,서울특별시 도봉구 쌍문동 81-100,W84,37.653731646,127.033558406,
446,OC3CL200063,서울특별시 도봉구 방학동 264-44,W84,37.661133774,127.036394731,
447,OC3CL200088,서울특별시 도봉구 쌍문동 220,W84,37.660284514,127.033599608,
448,OC3CL200122,서울특별시 도봉구 쌍문동 720-1,W84,37.657140925,127.028452348,
449,OC3CL200089,서울특별시 도봉구 쌍문동 산 240-5 ,W84,37.652040494,127.027044877,
450,OC3CL200121,서울특별시 도봉구 창동442-2,W84,37.642924625,127.041027765,
451,OC3CL200137,서울특별시 도봉구 창동 743-2,W84,37.660799517,127.050756074,
452,OC3CL200030,서울특별시 도봉구 창동 57-11,W84,37.645831436,127.050389987,
453,OC3CL200048,서울특별시 도봉구 창동 134-22,W84,37.653560203,127.046219683,
454,OC3CL200049,서울특별시 도봉구 창동 788-1,W84,37.642585752,127.052532026,
455,OC3CL200050,서울특별시 도봉구 방학동 724-16,W84,37.661844729,127.047719717,
456,OC3CL200051,서울특별시 도봉구 쌍문동 88-144,W84,37.649349549,127.034863949,
457,OC3CL200161,서울특별시  도봉구 도봉동 299,W84,37.688862282,127.04540354,
458,OC3CL200052,서울특별시 도봉구 방학동 726-74,W84,37.66621365,127.046468641,
459,OC3CL200053,서울특별시 도봉구 창동 181-52,W84,37.656907085,127.04639488,
460,OC3CL200145,서울특별시  도봉구 창동 516-4,W84,37.633300953,127.039386926,
461,V02Q1940084,서울특별시 동대문구 이문동 354-18,W84,37.578375170,127.062435444,
462,V02Q1940118,서울특별시 동대문구 전농동 산 32-20,W84,37.582389091,127.031492377,
463,V02Q1940122,서울특별시 동대문구 제기동 190-14,W84,37.585715992,127.047911727,
464,V02Q1940089,서울특별시 동대문구 청량리동 49-1,W84,37.591920242,127.054625269,
465,V02Q1940099,서울특별시 동대문구 회기동 3-2,W84,37.590513804,127.056930217,
466,V02Q1940109,서울특별시 동대문구 휘경동 183-452,W84,37.590780051,127.067112341,
467,V02Q1940049,서울특별시 동대문구 휘경동 368-2,W84,37.576689908,127.036277298,
468,V02Q1940115,서울특별시 동대문구 용두동 792-6,W84,37.598042814,127.065557335,
469,V02Q1940108,서울특별시 동대문구 이문동 357,W84,37.603444027,127.065531590,
470,V02Q1940085,서울특별시 동대문구 장안동 478-11,W84,37.568335627,127.065888469,
471,V02Q1940106,서울특별시 동대문구 전농동 679,W84,37.577580837,127.047193641,
472,V02Q1940081,서울특별시 동대문구 답십리동 1004-10,W84,37.571324256,127.051002473,
473,V02Q1940092,서울특별시 동대문구 답십리동 807,W84,37.571140550,127.064521783,
474,V02Q1940119,서울특별시 동대문구 장안동 338-1,W84,37.570142567,127.072957047,
475,V02Q1940120,서울특별시 동대문구 장안동 284-5,W84,37.579466431,127.072446389,
476,V02Q1940097,서울특별시 동대문구 휘경동 43-179,W84,37.585227838,127.065532717,
477,V02Q1940058,서울특별시 동대문구 전농동 688-8,W84,37.579775245,127.062025196,
478,V02Q1940101,서울특별시 동대문구 용두동 129-3,W84,37.573357240,127.032539856,
479,V02Q1940088,서울특별시 동대문구 답십리동 530-10,W84,37.567820321,127.052534714,
480,V02Q1940096,서울특별시 동대문구 장안동 413-3,W84,37.562987565,127.059587160,
481,V02Q1940116,서울특별시 동대문구 신설동 92-34,W84,37.575544428,127.023874031,
482,V02Q1940785,서울특별시 동대문구 용두동 237-1,W84,37.576145706,127.028836170,
483,OC3CL200195,서울특별시 동대문구 이문동 353,W84,37.604876171,127.0708027,
484,OC3CL200196,서울특별시 동대문구 청량리동 203-167,W84,37.587531933,127.042577228,
485,OC3CL200197,서울특별시 동대문구 청량리동 283,W84,37.581090196,127.04507431,
486,OC3DL2200007,서울특별시 동대문구 답십리동 53-20,W84,37.57264824,127.05754893,
487,OC3DL2200008,서울특별시 동대문구 전농동 25-2,W84,37.57740587,127.0584501,
488,V02Q1940278,서울특별시 동작구 노량진동 84-102,W84,37.512400900,126.942546759,
489,V02Q1940318,서울특별시 동작구 노량진동 302-45,W84,37.508097745,126.937587750,
490,V02Q1940295,서울특별시 동작구 대방동 501,W84,37.508712749,126.925167532,
491,V02Q1940194,서울특별시 동작구 사당동 1092,W84,37.482801864,126.979531094,
492,V02Q1940297,서울특별시 동작구 사당동 산 10-5,W84,37.492956206,126.975760341,
493,V02Q1940289,서울특별시 동작구 사당동 1134,W84,37.487499561,126.968238366,
494,V02Q1940382,서울특별시 동작구 사당동 278-31,W84,37.482066260,126.969678958,
495,V02Q1940397,서울특별시 동작구 사당동 산 32-92,W84,37.487733409,126.964650522,
496,V02Q1940304,서울특별시 동작구 상도1동 486,W84,37.504072526,126.951825456,
497,V02Q1940316,서울특별시 동작구 상도동 178-6,W84,37.504793679,126.940783305,
498,V02Q1940420,서울특별시 동작구 상도동 315-37,W84,37.499213890,126.931259588,
499,V02Q1940319,서울특별시 동작구 상도동 188-42,W84,37.501192635,126.936960737,
500,V02Q1940432,서울특별시 동작구 신대방동 701-7,W84,37.486576543,126.910053380,
501,V02Q1940389,서울특별시 동작구 신대방동 378-10,W84,37.497742476,126.923829622,
502,V02Q1940356,서울특별시 동작구 흑석동 264-27,W84,37.504549468,126.967418377,
503,V02Q1940357,서울특별시 동작구 흑석동 86-201,W84,37.503765953,126.960958358,
504,V02Q1940375,서울특별시 동작구 신대방동 395-73,W84,37.491712757,126.924826159,
505,V02Q1940384,서울특별시 동작구 사당동 산 24-17,W84,37.485912852,126.975186993,
506,V02Q1940756,서울특별시 동작구 상도동 248-16,W84,37.500073592,126.932438141,
507,V02Q1940947,서울특별시 동작구 상도동 518-7,W84,37.499025801,126.952012252,
508,V02Q1940747,서울특별시 동작구 상도동 518-7,W84,37.499725999,126.951396216,
509,V02Q1940952,서울특별시 동작구 사당동 708-646,W84,37.488708568,126.978633256,
510,V02Q1940301,서울특별시 동작구 사당동 91-11,W84,37.489118205,126.980570370,
511,V02Q1940296,서울특별시 동작구 대방동 341-1,W84,37.511969865,126.926302180,
512,V02Q1940190,서울특별시 동작구 동작동 102-17,W84,37.496530966,126.982416760,
513,V02Q1940292,서울특별시 동작구 사당동 72-11,W84,37.490848085,126.981944109,
514,V02Q1940834,서울특별시 동작구 사당동 300-8,W84,37.480982188,126.971648990,
515,OC3CL200120,서울특별시 동작구 신대방동 602-10,W84,37.490110518,126.909734307,
516,OC3CL200119,서울특별시 동작구 상도동 299-156,W84,37.494608536,126.932784939,
517,OC3CL200118,서울특별시 동작구 사당동 419-24,W84,37.478852337,126.975608409,
518,OC3CL200116,서울특별시 동작구 상도동 279-328,W84,37.496229294,126.938564822,
519,OC3CL200068,서울특별시 동작구 흑석동 211-32,W84,37.506194749,126.955133511,
520,OC3CL200073,서울특별시 동작구 상도동 207-5,W84,37.499286078,126.94405714,
521,OC3CL2000086,서울특별시 동작구 상도1동 745-1,W84,37.5026605,126.9477157,
522,OC3CL2000087,서울특별시 동작구 사당동 712-8,W84,37.4843759,126.9714898,
523,OC3CL2000088,서울특별시 동작구 상도로65,W84,37.4940742,126.9558535,
524,OC3CL2000089,서울특별시 동작구 상도동 514,W84,37.4957957,126.9540341,
525,OC3CL2000090,서울특별시 동작구 상도동 370-2,W84,37.5049292,126.9388382,
526,V02Q1940613,서울특별시 마포구 포은로 6길 27,W84,37.555788909,126.905984270,
527,V02Q1940635,서울특별시 마포구 망원동 471-39,W84,37.561275988,126.903330852,
528, V02Q1940612,서울특별시 마포구 상암동 6-4,W84,37.578076172,126.895192779,
529,V02Q1940593,서울특별시 마포구 창전동 329-1,W84,37.546942344,126.930249061,
530,V02Q1940605,서울특별시 마포구 서교동 466-2,W84,37.554430004,126.915440065,
531,V02Q1940467,서울특별시 마포구 성산동 275-57,W84,37.563488521,126.909102050,
532,V02Q1940426,서울특별시 마포구 성산동 165-34,W84,37.568029120,126.907319515,
533,V02Q1940519,서울특별시 마포구 신수동 347,W84,37.547192179,126.934407432,
534,V02Q1940629,서울특별시 마포구 아현동 727-8,W84,37.556894718,126.961592570,
535,V02Q1940696,서울특별시 마포구 연남동 250-1,W84,37.564714906,126.922272544,
536,V02Q1940650,서울특별시 마포구 염리동 154-30,W84,37.546687742,126.945400521,
537,V02Q1940456,서울특별시 마포구 용강동 381-10,W84,37.543102045,126.942692056,
538,V02Q1940638,서울특별시 마포구 합정동 407,W84,37.550293203,126.910390805,
539,V02Q1940647,서울특별시 마포구 공덕동 23-1,W84,37.549480249,126.958483037,
540,V02Q1940661,서울특별시 마포구 대흥동 7-6,W84,37.552313282,126.946601344,
541,V02Q1940700,서울특별시 마포구 도화동 1-452,W84,37.540261822,126.956210073,
542,V02Q1940640,서울특별시 마포구 연남동 369-1,W84,37.563905103,126.919490435,
543,V02Q1940531,서울특별시 마포구 노고산동 31-123,W84,37.554889424,126.936237145,
544,V02Q1940521,서울특별시 마포구 상수동 72-10,W84,37.548762700,126.925522961,
545,V02Q1940622,서울특별시 마포구 성산동 산 53-27,W84,37.570480416,126.896573450,
546,V02Q1940697,서울특별시 마포구 상암동 895,W84,37.587569235,126.882942751,
547,V02Q1940586,서울특별시 마포구 망원동 460-5,W84,37.552877884,126.900901236,
548,V02Q1940449,서울특별시 마포구 망원동 403-2,W84,37.555791177,126.905987083,
549,V02Q1940711,서울특별시 마포구 서교동 485-23,W84,37.553798996,126.912365117,
550,V02Q1940945,서울특별시 마포구 망원동 403-6,W84,37.555243706,126.906902824,
551,V02Q1940581,서울특별시 마포구 망원동 468-16,W84,37.561425064,126.901619949,
552,V02Q1940285,서울특별시 마포구 망원동 386-15,W84,37.554722482,126.910362872,
553,V02Q1940471,서울특별시 마포구 망원동 463-11,W84,37.561086675,126.898801228,
554,V02Q1940451,서울특별시 마포구 성산동 192-19,W84,37.563493539,126.906147898,
555,V02Q1940439,서울특별시 마포구 성산동 630-3,W84,37.559890951,126.917475060,
556,V02Q1940528,서울특별시 마포구 염리동 9-245,W84,37.555307628,126.947000935,
557,V02Q1940728,서울특별시 마포구 염리동 169-12,W84,37.544962869,126.947100001,
558,V02Q1940466,서울특별시 마포구 연남동 224-43,W84,37.563396634,126.927032614,
559,V02Q1940542,서울특별시 마포구 마포동 418-2,W84,37.535392634,126.944436825,
560,V02Q1940490,서울특별시 마포구 대흥동 401-1,W84,37.545534000,126.941096063,
561,V02Q1940534,서울특별시 마포구 노고산동 1-39,W84,37.555722170,126.940289725,
562,V02Q1940620,서울특별시 마포구 성산동 590-8,W84,37.565194468,126.903513437,
563,V02Q1940643,서울특별시 마포구 합정동 85-9,W84,37.544331645,126.912963429,
564,V02Q1940634,서울특별시 마포구 아현동 612-8,W84,37.554067434,126.956525838,
565,V02Q1940606,서울특별시 마포구 노고산동 33-24,W84,37.554459210,126.937692378,
566,V02Q1940461,서울특별시 마포구 신정동 30-2,W84,37.543548656,126.930067638,
567,V02Q1940610,서울특별시 마포구 망원동 453-1,W84,37.556140088,126.896584381,
568,V02Q1940631,서울특별시 마포구 아현동 676,W84,37.556470741,126.948526455,
569,V02Q1940723,서울특별시 마포구 서교동 359,W84,37.552278967,126.923527194,
570,V02Q1940288,서울특별시 마포구 현석동 106-28,W84,37.543956765,126.934121335,
571,V02Q1940626,서울특별시 마포구 서교동 365-29,W84,37.550654660,126.921192311,
572,V02Q1940653,서울특별시 마포구 노고산동 117-31,W84,37.553106066,126.934625963,
573,V02Q1940442,서울특별시 마포구 망원동 416-7,W84,37.557538046,126.902961558,
574,V02Q1940688,서울특별시 마포구 성산동 24-18,W84,37.565520442,126.914860850,
575,V02Q1940722,서울특별시 마포구 서교동 350-1,W84,37.554828667,126.925966058,
576,V02Q1940624,서울특별시 마포구 망원동 408-5,W84,37.554581636,126.903854076,
577,V02Q1940611,서울특별시 마포구 합정동 198-48,W84,37.545528073,126.914756790,
578,V02Q1940684,서울특별시 마포구 용강동 38-3,W84,37.540211081,126.943863779,
579,V02Q1940583,서울특별시 마포구 상수동 347-8,W84,37.545205505,126.923390937,
580,V02Q1940579,서울특별시 마포구 망원동 450-2,W84,37.559629323,126.897668662,
581,V02Q1940497,서울특별시 마포구 도화동 204-14,W84,37.538312104,126.947836750,
